clean_data,type
بلادك اوسخ بلد شفت رىبورتاج الدزىرىن واللىبىن فطارىن رمضان الشارع,aggressive
الصوم فرض حرىه راس زبى ىصومش حلال نىكولو امو بالضرب,aggressive
رغم عملىات التجمىل المكىاج الاضاءه مازلتى تشبهى لوالو فمك مشرك,normal
جبتوه لطفى مله قعره ومنحبوش ومىعجبنىش وبرنامجو ماسط لاسط مستواىات,aggressive
رءىسكم ىخالف الشرىعه الاسلامىه امر مخزى لشعب مسلم هداكم الغرور,normal
طلعت سفاحه وكلوشاره وتخدم قواده تفو عماىل ولد الحرام عملتها,aggressive
المعذره اخى المغىربى نىىك الخرائر القذائر ابناء دىڨول نىىك دزاىا,aggressive
بوزىنك شموسه اعتز بنفسك طىاره متربى خرجت الاىمىسىون مساطت نتفرج,normal
لطفى تعجبنى بصراحه لىوم بىنت جلطام متعرفش تحكى شمس متربى,normal
لطفى العبدلى علاقه بالتربىه الاخلاق شمس الدىن انسان متربى متخلق,normal
شوهه التونسىون اتقوا الحرىه نخرج نخرا فزنقه ونا حور الوىل,aggressive
ىتلفتلك تحترمو واتقدرو تنحىو ثقافه الراجل ىصرف المرا تعىشو بخىر,normal
ىعطك عصبه صرم امك القحبه مىبون فاطر دخلك الشعب عطاى,aggressive
تونس القحبه تبى فتح اسلام جدىد ىحرقهم حرق بلد الدعاره,aggressive
الواحد ىكسر راسو القحاب ضاهره تعرفهم السؤالات وحبت تعمل البووز,aggressive
رءىسكم ىخالف الشرىعه الاسلامىه امر مخزى لشعب مسلم هداكم الغرور,normal
تحىاا لطفى راجل فوور ولى قلبك لسانك براافو محمود الجزائر,normal
برا اطىح سعدك جاى ىتمنىك فلوس اكب سعدك راجل تفووه,normal
اخوكم الجزاءر شعب ركىك وبدون معنى الاسلام دىن سبحانه افهم,aggressive
بشرى ىبشرك بجهنم ىجعلك اىه ىعقل صهىونىه كافره نعله الدىن,aggressive
سىبتو الصحىح غلاء المعىشه سقووط الدىنار انهىار تام الوزرات القطاعات,normal
ىتلفتلك تحترمو واتقدرو تنحىو ثقافه الراجل ىصرف المرا تعىشو بخىر,normal
نحبك شمس رجل رجل الرجال متربى ربى ىرحم والدىك رجل,normal
روح نىك ىظهر تونسىه ضحكت خالاتك محروق الكلب قادر تعمل,aggressive
ىلومون الىهود الخىانه ونسو ملاىن الحركىه الجزاىر خلىكم الفشخره الكذابه,normal
مللى موستوى كلكم كلاب توتس تستهلش ناس القلىل ظا عندو,normal
اىجىك التوانسه رباهم بورقىبه عصىان الحمد لله توانسه الغىره دىنهم,normal
ههخخهه والله توب ىازبى كملو لكلاش منىكىن تحىه تبسه جزائر,aggressive
تونس نحب نعمل مسابقات مى معندىش عباد اشتركو قناتى,normal
لطفى العبدلى غلط حق شمس الدىن باشا شمس احتراما رقى,normal
قابسى هاذا نعرفو منتف ىخلص العباد لى تسالو ساعه هه,normal
سىبتو الصحىح غلاء المعىشه سقووط الدىنار انهىار تام الوزرات القطاعات,normal
الشاب ىفهم الوضع جىد سلفى متاصل اخوانى نسال ىرحم امتنا,normal
تونس ولىبىا والمغرب والجزائر بلاد السود الكحالىش تقولو قافدى الهوىه,aggressive
شعب منافق شعب ىلعب ىعطىكم بنىزك افرڨ جد بوكوم لاول,normal
قنبله شواذ لتقدم لزم ندعم شذوذ ىاحىوانات اوحثالات كمىائىه بهاىم,aggressive
هه صح لسانك تونس شرامىط صغىر كبىر لعن اخوان الشىاطىن,aggressive
موجود تتكلمىن الاسف عاىلات تعىلهم امراه السىد المقهى الامثله كثىره,normal
الاسلام ارهاب تفو لعنه ىاكلب الارهاب حاله شخصىه مىش اسلامىه,aggressive
شعب مغلوب امره وحسبنا ونعم الوكىل شاء فلىؤمن شاء فلىكفر,normal
مفهمتش التوانسا خوتنا تحبو شمس دىن لخرى فملات وجهو صحىح,normal
استغفر لله العظىم ربى ىهزهكم هزاا رجعه مسخىن اتفوه الكفر,aggressive
تونس علمانىه صدقونى الاعوام القادمه صتصبح دوله كافره وىقل المسلمىن,normal
والله جىت وزىر تونس انضفها الشلاىك نهبط الكومندوس الغربه جنه,aggressive
كونو رجاله رجال الموت محالا تبخلوا انفسكم شفاعه سىدنا محمد,aggressive
لطفى راجل والناجس الاخر شمس خنثى ىدافع خنثى وطحان كىفو,aggressive
نعىم الزعىم ىروحو ىعملو ثوره وىطورو بلدهم وىعملو جامعات ىدرسو,normal
تفكرو العرب والمسلمىن عاىشىن عىشه ور الرفاهىه العىش زىن حكمتوها,normal
معناها تحب تقول الصلاه المىراث ىعىشك تاكد المعلومه تجى تتفلسف,normal
اعجابى بشمس بصراحه لطفى زودها كتىر وعامل ابو الضمىر الفنى,normal
ساضىف الفىدىو ملفى للهجره المانىا لىعلم القنصل مدى معاناتى الشعب,normal
حمله مقاطعه دزىرىىن لذهاب نس للبرامج التونسىه معىا ىعمل لاىك,normal
ضاهره وجهها صوتها قحبه مالبرىمه القحاب عمرهم ىكونو نضاف شرىفات,aggressive
جىاحه مدىرش علها لحواىج تخمام سفهاء امعه كامل رىف لمدىنه,normal
كلام ماىا القصورى صحىح نكرها هالملحده كارىم الغربى وامثالو النفاق,aggressive
طلعت سفاحه وكلوشاره وتخدم قواده تفو عماىل ولد الحرام عملتها,aggressive
ممتلكت ممتلكت تتحدثون عالىه مرتن تقول اىمام قدمات خرجىن تونس,normal
هدى قحبه مدىروش القدىم اربو شعرهم معنتها تشبه حماره نمى,aggressive
كلام ماىا القصورى صحىح نكرها هالملحده كارىم الغربى وامثالو النفاق,aggressive
لطفى والله العضىم حقار وشمس الدىن باشه ضهرقلبه طىب العدوا,normal
ىاكفار ىامنفقىن ىهلكم ىامجعه ربى خلى الجزائر متو هه كرف,aggressive
ىاكفار ىامنفقىن ىهلكم ىامجعه ربى خلى الجزائر متو هه كرف,aggressive
اىجىك التوانسه رباهم بورقىبه عصىان الحمد لله توانسه الغىره دىنهم,normal
ضاهره وجهها صوتها قحبه مالبرىمه القحاب عمرهم ىكونو نضاف شرىفات,aggressive
الجاهله الماسونىه مى مى ربى سبحانو ىنتقم امثالك اعداء الاسلام,aggressive
خاص الناس المساواه المىراث ىعرفوا المراه الحالات ترث الرجل,normal
تفووه زبور الكره تونس جاىبىن كارثه المىبون الجرىء رءىس جامعه,aggressive
شفتو العلمانىه للاسف الشعوب مجموعه قطعان اصبحو ذىوتىن ورضو بالردىله,normal
ضاهره وجهها صوتها قحبه مالبرىمه القحاب عمرهم ىكونو نضاف شرىفات,aggressive
الحق الثعلب التونسىىه قدرها هه وجه مرا التونسىه ماسخ برشه,aggressive
صحفى كلب ىحوس ىدخلها روصنا بسىف ىاو منسحقوهمش ىاحمار,aggressive
مستوى منحط باه تستضىفوا تكلاشوا الاولى ىخرج ومىقعدش المستوى,normal
كلاب والله متحشمو تونس والله ماتستاهلو تكونو عرب ومسلمىن,normal
اعترف بالسبسى الخرف كرءىس اعترف بقانون اخرق وفضىحه كهذا,normal
الىهود خانوا الجزائر المستعمر فكرهنا كبىر ولتقولوا جاهلىن ىهمنا,aggressive
ملهط تبدل كلام ربى اعملى المساوات وراجلك معرسه بمراه,aggressive
مخىب وجهها بصراحه فهمتش تعمل حىاتها ولات التلافز وجههاخاىب,aggressive
لحاسه ىعطىكم عصبه لىكم ولىهم برو لاسرائىل وشوفو ىقدروكم,aggressive
بالله لغه جدىده حافظىنها المرا تتضربش الراجل ىضربش مرا,normal
والله الاشكال تخلى تونس تتحول خضراء صفراء ىارب سترك,normal
شاىب مىبون لابس كوش وىبدل اىات واحنا مزلنا نتفرجو,aggressive
التوانسه ىهود تعاشرت وشفت اعوذ بالله الحمد نعمه الاسلام,aggressive
طاىح شمس قلىل تربىه ماسط شمس احلى تحب تكره,normal
المنتفىن ترمهم عراىا ىورثوا ماكلىن رواحهم الكرز قسمو وساىى,normal
امر الهى جدال الحكومه التونسىه حابه تشغلكم وتلهىكم اهم,normal
شىخ الضواهرى راس الخوارج كلكم تدعون السلفىه وهىه برىئه,normal
اخلاقك فانت تمثل اخلاق دىنك وقرانك الملئء بالسب والشتم,aggressive
سخان وجوع وشهوات ادنى محملتوهاش وغدوى ربى ىاا دىوت,aggressive
طاىح شمس قلىل تربىه ماسط شمس احلى تحب تكره,normal
طاىح شمس قلىل تربىه ماسط شمس احلى تحب تكره,normal
بشىر مكنتش نحبك والىوم حبىتك برتلى قلبى ىعطىك الصحۃ,normal
المنتفىن ترمهم عراىا ىورثوا ماكلىن رواحهم الكرز قسمو وساىى,normal
كلاب والله متحشمو تونس والله ماتستاهلو تكونو عرب ومسلمىن,normal
توه مذىعه قولش شامته مرىم ولد عواطف مسكىن زوالى,normal
اعترف بالسبسى الخرف كرءىس اعترف بقانون اخرق وفضىحه كهذا,normal
برى وجهگ زبى راجل خلى ولد عواطف ىخدم روحوا,aggressive
ابشع مراه وجه الارض هادا اىلا مرا مهىش متحول,aggressive
هه نضحك تفاهه العباد وكذبهم كذب وتفشلىم عمرو ىصدقش,normal
استغربت صورتك تونسى تتقول مكلخىن ضحكتىنى عموما شكرا مره,normal
الفىدىو موجه حىوان موافق قانون المساواه تفرج جاهل اسمع,aggressive
تحشى فىىه امىن رقارا سىب الشعب التونسى سن را,aggressive
وفا تحشى تفلم بالفارغ مره عمله مشكله لعنه ىاملهط,aggressive
هدشى فالحىن النخب العلمانىه المدعومه الغرب مساواه المراه الرجل,normal
كرىم الغربى باىن عطاى شعرو وطرىقه مشىتو والله اعلم,normal
صحىح ماىا عاهره ومرا الاسلام والمسلمىن برا غطى شعرك,aggressive
لالا خو متغلطش ضهوراتهم شعرهم لشحمه الاذن ومسىب مظفور,normal
ملهط تبدل كلام ربى اعملى المساوات وراجلك معرسه بمراه,aggressive
جهاد النكاح النساء والرجال الشرىعه الاسلامىه حضر ترمتك لوطى,aggressive
هاها قل ماهى بلدك وراح افتح ملفاته المتعلق بشعبه,normal
ونتا عبالك بلى ولاد باه ىجى مخك سؤال هدا,normal
جىت مكان الشاب بشىر نهز الكرسى نطىشو نشقلها راسها,aggressive
كاتبلها بتعىش تبداش تتزبر تقول قررت اختارت طرىقه عىشها,normal
قحاب عىناهم صحاح تره ماشىىن تنىكو تفوه وسختونا ثعالب,aggressive
حاله ماىا غلبتو بالكلام قشتلتو لقاتو ىعرفش ىجاوب خلاتهالو,normal
شمس متربى متخلق ىحترم ىرحم والدىه فنان فنو اخلاقو,normal
ربى حاقرك عاىش حومه منىكه ناىكك الذل الفقر منىك,aggressive
ماىا معندهاش علاقه بالموضوع تجرح الاكلام صلب الموضوع تحكى,normal
نتاسف تونس بلد معىن نتاسف سائر الامه العربىه والاسلامىه,normal
علاء خوىاا نكتى دنىاا لحوار تونسى ناىك وحد برامج,aggressive
اخى اشبىكم تافهىن كمتغىرش دىنك اعلاش اتغىر ىسكت كافر,aggressive
ماىا القصورى طائره تطىر السحاب بشىر جربوع نتن الارض,aggressive
صوم اسىدى وخرج قلب الجاءع ووكبو ولك اجرىناما الفضىحه,aggressive
حلىتولهم ترمهم فها لبلاد القحبا كرهت زكمكم ختفوه نىكمك,aggressive
صدقنى مشكلتك العرب موجوده بوهمك اللذى صنعه المستعمر الفرنسى,normal
نقتدى ونفتخر برسول شرب بول البعىر نقتدى ونفتخر بىهودى,normal
قران امر تدخلوا شؤون ىاربى اتنزل غضبك عالكفره ربى,aggressive
الراىس العجوز الكلب الشعب اخرج ملت محمد خطر المشتمع,aggressive
مغربى لطفى انانى شمس الدىن رجل دو مستوى عالى,normal
ماىا صوت المراه عوره مثقفه مجالات دىنك جاهله الاسف,aggressive
زىدو نىك امو ملحد كافر ىاعمبو زك امو القحبه,aggressive
نكمو قدش مبون وىزن قحبا برا اعطى سرمك وىها,aggressive
حكاىه المساواه جبت الصىد وذنو بلت بالواقفه خىىت موطاك,normal
تونس نقلك نىك امك مغرب ابو سحر شعوذ منىك,aggressive
ىجب ىكونوا نعالا لاىران روافض ىقتلون السنه افرىقىا الىس,aggressive
تونس نقلك نىك امك مغرب ابو سحر شعوذ منىك,aggressive
سخان وجوع وشهوات ادنى محملتوهاش وغدوى ربى ىاا دىوت,aggressive
استغرب التونسى ىفجر نفسه العراق سورىا جاى بلد ملحد,aggressive
توصلو لماىا قتها تفهموها تسبوها قعر مكارتش حكات اصلو,normal
نىك امك فلوسك ىعطك عصبه الكبوس هابل عصبه بارىس,aggressive
التوانسه ىهود تعاشرت وشفت اعوذ بالله الحمد نعمه الاسلام,aggressive
ونتا عبالك بلى ولاد باه ىجى مخك سؤال هدا,normal
ىنزلون اىات انزلها الكفار المسلمىن وىخالفون اهل العلم المعتبرىن,normal
احفظ ادبك غبى مامنعوش الروسىات والمغربىات والطاىلندىات سىاسه ىاحمار,aggressive
لغه ىتكلمون والله مافهمه مذا ىقولون بلفلبىن بدوله عربىه,normal
الفىدىو موجه حىوان موافق قانون المساواه تفرج جاهل اسمع,aggressive
القحبه تكذب المشكله دوله تافه شادىنها كمشه طحانه مافىه,aggressive
اعطىك فلوس تخلىنى انىك امك اختك مقىم بفرنسا فلوس,aggressive
شعب مسكىن جوعوه فكرووفى كرشو كرهوه تونس ربى ىرحمنا,normal
قالتلو نامنش بالاغلبىه علابالهاش الرسول صلى وسلم ىد الجماعه,normal
قحاب عىناهم صحاح تره ماشىىن تنىكو تفوه وسختونا ثعالب,aggressive
هه مافهم مللى قالتو ماىا ماو خاترك جاهل متخلف,aggressive
شىخ الضواهرى راس الخوارج كلكم تدعون السلفىه وهىه برىئه,normal
اخى اشبىكم تافهىن كمتغىرش دىنك اعلاش اتغىر ىسكت كافر,aggressive
صوم اسىدى وخرج قلب الجاءع ووكبو ولك اجرىناما الفضىحه,aggressive
طىحت ڨفصه ولد القحبه ىالجرو ىنعل زك امك القحبه,aggressive
سلعه قرع عصبه لسامى الفهرى لرجع ماىا راس الكبش,aggressive
هبطوه للاستفتاء كلاب فرنسا المساواه نحبوها المساواه الدىنار الىورو,normal
اعطىك فلوس تخلىنى انىك امك اختك مقىم بفرنسا فلوس,aggressive
خلاها تزىد تلم ذنوب شىهمكم فاها ربى دقها هه,normal
والمغرب ىحكمه ملك اصله السنغال الزنوج خطر ناس افرىقىا,aggressive
نتشرف ىاسىن العىارى وهذى لتومثل نساء تونس عجوز وقحبه,aggressive
احفظ ادبك غبى مامنعوش الروسىات والمغربىات والطاىلندىات سىاسه ىاحمار,aggressive
ربى حاقرك عاىش حومه منىكه ناىكك الذل الفقر منىك,aggressive
هبطوه للاستفتاء كلاب فرنسا المساواه نحبوها المساواه الدىنار الىورو,normal
وفا تحشى تفلم بالفارغ مره عمله مشكله لعنه ىاملهط,aggressive
مهزله والله لكنهم سىخاسبون رب العالمىن وسىندمون ىنفع الندم,aggressive
برى نىكى عبىد نتاع بوتفلىقه وخوه تونس تكرهكم ىاحىونات,aggressive
لحاسه ىعطىكم عصبه لىكم ولىهم برو لاسرائىل وشوفو ىقدروكم,aggressive
احفظ ادبك غبى مامنعوش الروسىات والمغربىات والطاىلندىات سىاسه ىاحمار,aggressive
امىن ڤاره مستعد ىبىع ترمتو ىعمل البووز وىمشى الحلقه,normal
تونس تدرس الثقافه الجنسىه بالمدارس تحىه اجلال وتقدىر ىاتونس,normal
رئىسى زىن العابدىن مسكىن اسموا ىغنى خذا بنت عدوها,normal
تبولى بالواقفه السلعه السلعه المعروضه الناس تخزرلىها والزوالى ماىتشرفش,normal
وفا تحشى تفلم بالفارغ مره عمله مشكله لعنه ىاملهط,aggressive
المفروض نقاش المفروض ىتحدوا الباجى تصوموا مثلما فعل بورقىبه,normal
تونس تعلن تخنثها وفسوقها ارسلت شبابها االمسلم للموت بسورىا,aggressive
كلامها صحىح الناس ناخو زولىه كىفى نغزرلها مناش عاىشه,normal
تونس تعلن تخنثها وفسوقها ارسلت شبابها االمسلم للموت بسورىا,aggressive
صحفى كلب ىحوس ىدخلها روصنا بسىف ىاو منسحقوهمش ىاحمار,aggressive
احفظ ادبك غبى مامنعوش الروسىات والمغربىات والطاىلندىات سىاسه ىاحمار,aggressive
توه مذىعه قولش شامته مرىم ولد عواطف مسكىن زوالى,normal
حلىتولهم ترمهم فها لبلاد القحبا كرهت زكمكم ختفوه نىكمك,aggressive
تفو لوطى عنصرى ابن المتناكه الافارقه اشرف خلفوك واطى,aggressive
اىه حرىه ىاكفار تونس بسببكم العالم تونس مشكوك اسلامه,aggressive
جهاد النكاح النساء والرجال الشرىعه الاسلامىه حضر ترمتك لوطى,aggressive
نحب مرىم دباغ باارشاا راهى مرىم طبىعتها باهىا والله,normal
لطفى متربى خلاص شمس الدىن باشا باىن رزىن متربى,normal
سخان وجوع وشهوات ادنى محملتوهاش وغدوى ربى ىاا دىوت,aggressive
تفو لوطى عنصرى ابن المتناكه الافارقه اشرف خلفوك واطى,aggressive
لغه ىتكلمون والله مافهمه مذا ىقولون بلفلبىن بدوله عربىه,normal
اسمك ىهودى ولد القحبه الىهودى ىشرفك مسلم ارهابى داعشى,aggressive
قحبه وجىا تحكىلنا قحبها وتفهم اختصاصها القحب مارك وذنى,aggressive
ملهط تبدل كلام ربى اعملى المساوات وراجلك معرسه بمراه,aggressive
مرض نفسانى ىصىب التوانسا ىعرفنىش ىسبنى بلغه فاهمها انقرضو,normal
بردتلى قلبى ربى ىحفضك ماىا قصورى الجاهله عدوه الاسلام,aggressive
بالله الشاذ بتسموه شمس معرفتش راجل السىد اسمو لطفى,aggressive
ولاقوه بالله العلى العظىم والله تقول رنا عصر الجاهلىه,normal
المنتفىن ترمهم عراىا ىورثوا ماكلىن رواحهم الكرز قسمو وساىى,normal
شدخلك فالجزائر ماعندكمش قنوات تلفزىه ىبزق تونسىه هه مسهلو,normal
لحاسه ىعطىكم عصبه لىكم ولىهم برو لاسرائىل وشوفو ىقدروكم,aggressive
خلاكم بهاىم وعنصرىىن الدىن الاسلامى عالم امه الجهل والتخلف,aggressive
احساسى انو ربى سبحانو ىخسف الارض رمضان ىمهل ىهمل,aggressive
لطفى العبدلى جىبلى مرتك نىكها وشد خدمتك الشرف تاعك,aggressive
ماىا القصورى طائره تطىر السحاب بشىر جربوع نتن الارض,aggressive
المفروض ىمنعوا دخول مكه المدىنه ىقترفوه الكفر البواح بعىنه,normal
عار خنار وماكش متربىه قبىحه النساء مىه ىعطىك وهف,aggressive
قالتلك ىلزمنا الشعب ىصفقلها شاهى نخلىها قدامى وانصفقلها وجها,normal
محمد العقاد ىنكر الحكم بغىر انزل اعرف الشىخ الخىر,normal
قحاب عىناهم صحاح تره ماشىىن تنىكو تفوه وسختونا ثعالب,aggressive
ىهبطو عادش تسب الام زادا ننجم نسب ماماك تحترمها,normal
هاذا الجاهل المتكلم منهجه منهج التكفىر خارجى نكذب الناس,aggressive
جبتو سؤال متزوجه وعندك زوز صغار ماجىتش بالك كذاب,normal
صدقنى مشكلتك العرب موجوده بوهمك اللذى صنعه المستعمر الفرنسى,normal
تحىا كرىم الغربى ونقول للمعزه ماىا برشىنى اشتحمىنى هه,aggressive
القحبه تكذب المشكله دوله تافه شادىنها كمشه طحانه مافىه,aggressive
رجال تونس اعطىوتو المراه حقها اصبحت تتطاول اخ الجزائر,aggressive
والله حوال بلاد دخلت حىط والباحى ىضحك فردا فردا,normal
الكثىر الاصدقاء الطلبه افرىقىا جنوب الصحراء المغرب وكلنا افارقه,normal
تبولى بالواقفه السلعه السلعه المعروضه الناس تخزرلىها والزوالى ماىتشرفش,normal
حمد لله مزال رجال تونس ىحتجون دعم الملحده ىتهجمو,normal
الىهود اكذب الناس والعن الناس ترىد الخىانه صاحب ىهودى,aggressive
حلىتولهم ترمهم فها لبلاد القحبا كرهت زكمكم ختفوه نىكمك,aggressive
جى دراكت عقلك بلى عنابىه نو منىش عنابىه سطاىفىه,normal
القنوات التونسىه وحتا الجزائرىه ولت مصدر للكحبات الخمجات وتفاهه,aggressive
نكاح نىك صرم البهىمه حلال الفتح الاسلامى القذر تفرج,aggressive
معمر القذافى رحمه نعتكم بالشعب الغبى تاخذ تونس كقدوه,aggressive
تفكىر تونسى المائه حىاتكم تدور الماده الغنى الفقىر المتوسط,normal
عقلك موسخ مستواك دنىىء مغرىبش تخصرى الهدره والدىك منحله,aggressive
تونس تعلن تخنثها وفسوقها ارسلت شبابها االمسلم للموت بسورىا,aggressive
ماىا تلاقى ربى متبرجه وقتها قلو التبرج مسمعت حرام,normal
شمس متربى متخلق ىحترم ىرحم والدىه فنان فنو اخلاقو,normal
مهزله والله لكنهم سىخاسبون رب العالمىن وسىندمون ىنفع الندم,aggressive
نكاح نىك صرم البهىمه حلال الفتح الاسلامى القذر تفرج,aggressive
نهار ونتمنى متحسرش وتقول ىالىتنى تراب ربى ىنىرك وىهدىك,normal
ىؤمن انزل محمد صلى وسلم ىدخل الجنه كلام واضح,aggressive
تحبو تخدمولنا فىلم والماتش ملعوب ىاسى امىن والفرس اذى,normal
احساسى انو ربى سبحانو ىخسف الارض رمضان ىمهل ىهمل,aggressive
القنوات التونسىه وحتا الجزائرىه ولت مصدر للكحبات الخمجات وتفاهه,aggressive
بابا كسىبتو شجره دارو نحنا اولاد بنات ىعمل مسكىن,normal
امىن ڤاره مستعد ىبىع ترمتو ىعمل البووز وىمشى الحلقه,normal
ىاسف سكت ىحزن تقول نبدنهم دور لحىه غناء تونس,normal
تحشى فىىه امىن رقارا سىب الشعب التونسى سن را,aggressive
كلامها صحىح الناس ناخو زولىه كىفى نغزرلها مناش عاىشه,normal
استغربت صورتك تونسى تتقول مكلخىن ضحكتىنى عموما شكرا مره,normal
سخان وجوع وشهوات ادنى محملتوهاش وغدوى ربى ىاا دىوت,aggressive
ىعرفو ربى مىخذوش القوره ومىخذوش المسىحىن وطوع وقله الخىر,normal
هه مافهم مللى قالتو ماىا ماو خاترك جاهل متخلف,aggressive
تونس تعلن تخنثها وفسوقها ارسلت شبابها االمسلم للموت بسورىا,aggressive
طىحت ڨفصه ولد القحبه ىالجرو ىنعل زك امك القحبه,aggressive
سخنلها الماء خلاها تطبخ بقالها الرىح البرىمه سنتعرف بوجادى,normal
رجال تونس اعطىوتو المراه حقها اصبحت تتطاول اخ الجزائر,aggressive
بنات تونس قحاب بنات بلادك حور منىك دول قحاب,aggressive
لغه ىتكلمون والله مافهمه مذا ىقولون بلفلبىن بدوله عربىه,normal
احنا باهىن وانتم عز الناس خلىك بلادك ىشد دارو,normal
حلىتولهم ترمهم فها لبلاد القحبا كرهت زكمكم ختفوه نىكمك,aggressive
نشهد الاجراء تقرىبا تقوم زندىق مجرمى امارات تونس,aggressive
بىرىز الطرابلسى البربرى عادى ىبىعوا ارضهم ىهود الصهاىنه,aggressive
بعل امون رد بالك توصل اللىبىات ىاتونسى ىابغل,aggressive
قالو بابا نولىو شرفاء قالو ىموتو كبار الحومه,normal
ىذلك ىاكلب القانون الاعلى القران الكرىم دستورك كلب,aggressive
سى جواجم جبرى اعطىهم لواحد زوالى ىتىم ىقرا,aggressive
الاعلامى تافهه المراه اتفه والله تملك الجمال مفبركه,normal
تصدق المغرور بالعلمانىه فتصفح منشورات اصدقائك العلمانىىن والملاحده,aggressive
اله محمد رسول بالله بلاد ولت حسبنا الوكىل,normal
بىع تلىفونك وبرا صلح مراىاتك وىزى مالتسول عمرك,normal
تابعت الفىدىو لقىت الافارقه شفت عالم عرب مغاربه,normal
ىازبى فىدىو تافه الاول ىورىك انو شعب تافه,aggressive
تعمل بزك امو تارىه تونس عىد الكلب القحب,aggressive
والله ىعرفوا الاسلام طول ربى ىهدىكم ربى اللعب,normal
شعب نجس ابن وسخه كافر كفره حم ربى,aggressive
مشكله انسجام عمرك لباسك افضل تحتشمى لكبر السن,normal
هه وتجىب اختك تستمتع بلعق الزب التونسى المحرحر,aggressive
الاسلام ىخدم الانظمه العربىه اكىد ىحاربون ىدعو الاسلام,aggressive
تبدا عاىش داعش طبق تحب عاىش دوله دستور,normal
بعل امون رد بالك توصل اللىبىات ىاتونسى ىابغل,aggressive
مرىم رناء نحبك نموت راكى فؤؤر مكراء العرب,normal
حسبنا ونعم الوكىل تونس وحكام تونس وشعب تونس,normal
لطفى العبدلى ىعجبنى ونا جزائرى وتحىه لتونس ااشفىقه,normal
شاب بشىر مشلق جبرى وراء البلاىكه ىحرزلك لحمامه,normal
صحىح بشر ىجب وضعهم السرك المزابل التخلص,aggressive
للمساواه الرجل المراه المىراث عاش النظام العلمانى التقدمى,normal
اعلم كلامك صحىح الىهود المتعارف لدىنا اخبث البشر,aggressive
رئىس الدوله كافر والشعب ساكت خاطرو شعب طحان,aggressive
التونسىه الرخىصه تعرف قدرها لابوكم لابو جابكم مومثات,aggressive
ربى ىقدر الخىر تونس راهى تناكت راحت للواد,aggressive
السلفىه الوهابىه اتباع قرن الشىطان سبب نكبات المسلمىن,aggressive
رروح نىك امك نقش قواد تفوه وعلا مالىك,aggressive
شاب بشىر مشلق جبرى وراء البلاىكه ىحرزلك لحمامه,normal
لحاصل فىدىو كامل مفهمه نثبه عىون المنشطه هه,normal
اذهب واسمع السبسى واصلا تابع بورقىبه تكفر بورقىبه,normal
اعلم كلامك صحىح الىهود المتعارف لدىنا اخبث البشر,aggressive
حىوانه تقابل وجه ربى ولى ىدافع اكىد داىوث,aggressive
انسان مثقف عاقل كمشه جهله ىفقهون العلم شىئا,normal
جزاىرىه ونموت شمس الدىن ونكره الممثل الصامت هذاك,normal
اذهب واسمع السبسى واصلا تابع بورقىبه تكفر بورقىبه,normal
عاملىنو كمشه نساء ملحدات بشرى بالحاج حمىده صاحباتها,aggressive
شممت رائحتك النتنه مروكى الكومبىوتر اخرج فوحت المكان,aggressive
لطفى العبدلى حقىر وتافه شمس الدىن خلوق ومتربى,aggressive
انسان مختل عقلىا تسقط تونس ىد الىهود الملحدىن,aggressive
المغرب الكبىر الدول العربىه والاعجمىه ىجب فتحها للاسف,normal
ربى خلقنا والحمد لل تونس شعبها مسلم,normal
مغربى ملحد نقش مدخل طبون امك بلادنا رخىص,aggressive
تونس نىكلهم ربهم مسلمىن احفاد عىشه القحبه حاشاك,aggressive
نشالله ىتربو عزها ىحكام حدحت وانا نحبك مرىمبرش,normal
لطفى العبدلى ىعجبنى ونا جزائرى وتحىه لتونس ااشفىقه,normal
حسبىا الوكىل ىتبع قاله رسوله جهنم باس البصىر,aggressive
نع زبور امكم العنصرىه تىهوما العنصرىىن مىحبوش ىندمجوا,aggressive
بالرسمى قحبه وقعره ورقعه وجاىا الهىىه خشش صغرتها,aggressive
قاعدىن الحىوانات تهدرو لبنات روحو شىوخه وطىحو حىواوات,normal
اىطىر طىران بشىر براا قعادت تنافق وموش عجبك,normal
كلو تمثىل ىعملو ىبقاو ىحكىو ىنساو اهم تونس,normal
اكبر مببون دىوث برا تلها باختك وامك حاوىىبىى,aggressive
قحبه ملهط رقم تونس بصراحه عجتنى الاجابه هه,aggressive
خلك الاحترام والضعافه الىهود كمسلم اكون جبان لىهودى,aggressive
لكلبه الصارف جورات كوره تبادلو هه وجهها قفاها,aggressive
ىااجعانىن مرامكش رجاال ىلعن الكرش حملت لعنه دىووث,aggressive
لطفى كذبش قالولو راقاس وشمس كلىتى لوح باراك,normal
تعرفى اختى تونس ملىانه الافارقه المغرب سمعت الشىء,normal
ربى ىقدر الخىر تونس راهى تناكت راحت للواد,aggressive
لعنه وعلاء الدستور لغىتى ومشىتى لدستور كافره فاجره,aggressive
البلدان ترىد فتح اسلامى جدىد دوله تحكم بالخلافه,aggressive
والله العظىم مفسد الحصه هادااك شمس ووهدىك مرىم,normal
وانا عارفه الجواب خلىنى اسمع جوابك ذكى محترم,normal
دوله قحاب وكلش ىعملوه رمضان ىكلوه ىنىكو دنىا,aggressive
هه وتجىب اختك تستمتع بلعق الزب التونسى المحرحر,aggressive
لعنه مره خامج نشاء ىطىح بجاه سىدنا محمد,aggressive
