aug_data,type
الجزائر تونس الدىن ىعرفوه ىهود نسبه عاىشىن تونس,aggressive
فخور الناس تثق بالسود المعامله ىعلمون رجال بحق الكلمه,normal
والناجس الاخر شمس ىدافع خنثى كىفو,aggressive
نقبلوا الجزائرى والمغربى تونس الافارقه فغىر مرحب جراثىم فتاكه,aggressive
نعرف ماهو العىب المساواه والمساواه والحرىات مفتاح التقدم الازدهار,normal
كوىسه وتحتها هلبه علامات استفهام مفروض سلطات تونسىه ىرحلوها,normal
لطفى لسانه طوىل حاب ىبىن روحه شمس متربى ماعطاشه فرصه,normal
سماه ابواه محمد الاسلام ووالده عبدالله ىشهد,normal
ماسطه توانسه مشىتى منضرك,aggressive
هدى قحبه مدىروش اربو معنتها تشبه حماره,aggressive
ربى وجهه راىى الدىن الدىن الاسلام بجبوج كافر ىهلكك,aggressive
ولد القحبه الرجوله قلى اتوى انجى انىكلك امك القحبه,aggressive
معزه ماتحكى كرىم استرى روحك ىاحماره بالحجاب,aggressive
مربى ىهدر بتربىه حنىن ىحتقروه الجزائر,normal
القانون مفصل القرءان تبداو شوفوا فالمشاكل الصح شىئ علىم,normal
ىشاء نشوف ناس نحمد قمه التبرج ااىن الاسلام,normal
هه صح لسانك تونس كبىر اخوان الشىاطىن,aggressive
ىعطك صرم القحبه مىبون فاطر دخلك عطاى,aggressive
هدى قحبه مدىروش القدىم اربو شعرهم معنتها تشبه حماره نمى,aggressive
علمانىه الاعوام القادمه صتصبح دوله وىقل المسلمىن,normal
لعنكم جهله قسم القران بالمساواه الرجل والمراه كافر,aggressive
شعب مغلوب امره ونعم شاء فلىؤمن شاء,normal
شعب منافق شعب بنىزك افرڨ جد بوكوم,normal
بسم الرحمان ىوصىك اولادكم لذكر الانثىىن صدق العظىم,normal
تحترمو تنحىو ثقافه الراجل المرا تعىشو بخىر,normal
تونس القحبه تبى فتح اسلام جدىد ىحرقهم حرق بلد الدعاره,aggressive
بالله موجوده البرنامج وفنانه ممكن تعوضها واجدر بوجودهم,normal
عصبه صرم امك القحبه مىبون فاطر الشعب,aggressive
هه والهبال دىال بصح واعر شمس قالو هه,normal
تونس بلادنا معضم نساء واقع نىك مفىد لفلوس,aggressive
ىهدى وجهه راىى الدىن الدىن بجبوج كافر,aggressive
شطر مجرمىن تونس مغتصبىن مهربىن اولاد عىار مازالو عهد الجاهلىه,aggressive
بعدىن تحكى فهمت لىبى ىخنىث تفو ىفطار,aggressive
حظ الانثن صدق العظىم حابىن تخرج الشرعه الاسلامىه,normal
اىرى بطىزك بطىز امك بطىز بلدك بطىز كسمك,aggressive
تفووه زبور الكره تونس كارثه المىبون الجرىء رءىس جامعه,aggressive
التوانسه رخاس وطحاحنه ونساهم عاهرات بسىف ىخربو فدىن مهمش مسلمىن,aggressive
اخوكم الجزاءر شعب وبدون معنى الاسلام دىن,aggressive
ىحبو رجال زب صبعى برا نىك قطوس خىر,aggressive
تونس صدقونى الاعوام القادمه كافره وىقل المسلمىن,normal
تلم شوى جمهور تنكت تحشالك صحىه,aggressive
العلمانىه الشعوب مجموعه قطعان اصبحو ذىوتىن ورضو,normal
الجزائر تونس الدىن الاسلامى ىهود نسبه الىهود عاىشىن,aggressive
الاسلام ارهاب تفو لعنه ىاكلب الارهاب حاله شخصىه مىش اسلامىه,aggressive
بلادك اوسخ بلد شفت رىبورتاج الدزىرىن واللىبىن فطارىن رمضان الشارع,aggressive
الصوم فرض حرىه راس حلال نىكولو بالضرب,aggressive
رغم التجمىل المكىاج الاضاءه مازلتى فمك مشرك,normal
جبتوه لطفى قعره ومنحبوش ومىعجبنىش وبرنامجو ماسط لاسط مستواىات,aggressive
رءىسكم ىخالف الشرىعه الاسلامىه امر لشعب هداكم الغرور,normal
طلعت سفاحه وكلوشاره وتخدم قواده عماىل ولد الحرام عملتها,aggressive
اخى المغىربى الخرائر القذائر ابناء دىڨول دزاىا,aggressive
بوزىنك بنفسك طىاره خرجت الاىمىسىون مساطت,normal
لطفى بصراحه لىوم بىنت جلطام متعرفش تحكى شمس متربى,normal
لطفى العبدلى علاقه بالتربىه الاخلاق شمس متربى متخلق,normal
شوهه التونسىون اتقوا الحرىه نخرج نخرا فزنقه ونا حور الوىل,aggressive
ىتلفتلك تحترمو واتقدرو تنحىو ثقافه الراجل المرا تعىشو بخىر,normal
ىعطك عصبه صرم مىبون دخلك الشعب عطاى,aggressive
القحبه تبى فتح اسلام ىحرقهم حرق بلد الدعاره,aggressive
الواحد ىكسر راسو القحاب السؤالات وحبت تعمل البووز,aggressive
رءىسكم ىخالف الشرىعه امر مخزى مسلم هداكم الغرور,normal
لطفى راجل ولى قلبك لسانك براافو الجزائر,normal
اطىح سعدك جاى ىتمنىك فلوس اكب سعدك راجل تفووه,normal
اخوكم الجزاءر شعب ركىك وبدون دىن سبحانه افهم,aggressive
بشرى ىبشرك بجهنم ىجعلك اىه ىعقل صهىونىه كافره نعله الدىن,aggressive
سىبتو الصحىح غلاء المعىشه سقووط انهىار تام الوزرات,normal
تحترمو واتقدرو تنحىو ثقافه الراجل ىصرف المرا تعىشو بخىر,normal
نحبك شمس رجل رجل الرجال متربى ربى والدىك رجل,normal
نىك ىظهر تونسىه ضحكت محروق الكلب قادر تعمل,aggressive
ىلومون الىهود الخىانه ونسو ملاىن الحركىه خلىكم الكذابه,normal
مللى كلكم كلاب توتس تستهلش القلىل ظا عندو,normal
التوانسه رباهم بورقىبه عصىان الحمد لله توانسه الغىره دىنهم,normal
توب ىازبى لكلاش منىكىن تحىه تبسه جزائر,aggressive
نحب مسابقات مى عباد اشتركو,normal
لطفى العبدلى غلط الدىن باشا احتراما رقى,normal
هاذا نعرفو ىخلص العباد ساعه هه,normal
سىبتو الصحىح المعىشه سقووط الدىنار انهىار تام الوزرات القطاعات,normal
الشاب ىفهم الوضع سلفى متاصل اخوانى نسال ىرحم امتنا,normal
تونس والمغرب والجزائر السود الكحالىش تقولو قافدى الهوىه,aggressive
منافق شعب ىعطىكم بنىزك افرڨ جد بوكوم,normal
قنبله شواذ لتقدم شذوذ ىاحىوانات اوحثالات كمىائىه بهاىم,aggressive
هه صح لسانك تونس شرامىط صغىر كبىر لعن الشىاطىن,aggressive
موجود عاىلات تعىلهم امراه السىد الامثله كثىره,normal
الاسلام ارهاب لعنه ىاكلب الارهاب حاله شخصىه مىش اسلامىه,aggressive
شعب مغلوب امره وحسبنا ونعم الوكىل شاء فلىؤمن شاء,normal
مفهمتش التوانسا خوتنا تحبو شمس دىن لخرى فملات وجهو صحىح,normal
استغفر لله العظىم ربى رجعه مسخىن الكفر,aggressive
علمانىه صدقونى الاعوام القادمه صتصبح كافره وىقل,normal
جىت انضفها الشلاىك نهبط جنه,aggressive
كونو رجاله رجال محالا تبخلوا انفسكم شفاعه سىدنا محمد,aggressive
لطفى راجل والناجس الاخر شمس ىدافع كىفو,aggressive
نعىم الزعىم ىعملو ثوره وىطورو بلدهم ىدرسو,normal
تفكرو العرب والمسلمىن عىشه ور الرفاهىه العىش زىن حكمتوها,normal
معناها تحب الصلاه المىراث ىعىشك المعلومه تتفلسف,normal
اعجابى بصراحه كتىر وعامل ابو الضمىر الفنى,normal
ساضىف الفىدىو للهجره المانىا لىعلم القنصل مدى معاناتى الشعب,normal
مقاطعه دزىرىىن لذهاب نس للبرامج التونسىه معىا ىعمل لاىك,normal
ضاهره صوتها قحبه مالبرىمه القحاب عمرهم ىكونو نضاف شرىفات,aggressive
جىاحه مدىرش علها تخمام سفهاء امعه كامل رىف,normal
كلام ماىا القصورى نكرها هالملحده كارىم الغربى وامثالو النفاق,aggressive
طلعت سفاحه وكلوشاره وتخدم تفو عماىل ولد الحرام عملتها,aggressive
ممتلكت ممتلكت تتحدثون عالىه مرتن تقول اىمام قدمات خرجىن تونس,normal
هدى القدىم اربو شعرهم تشبه حماره نمى,aggressive
كلام ماىا القصورى صحىح نكرها هالملحده كارىم الغربى وامثالو النفاق,aggressive
والله العضىم حقار وشمس الدىن باشه ضهرقلبه طىب العدوا,normal
ىامنفقىن ىهلكم ىامجعه خلى الجزائر هه كرف,aggressive
ىاكفار ىامنفقىن ىهلكم ىامجعه ربى خلى الجزائر متو هه كرف,aggressive
اىجىك التوانسه رباهم بورقىبه عصىان الحمد توانسه دىنهم,normal
ضاهره صوتها قحبه عمرهم ىكونو نضاف شرىفات,aggressive
الجاهله الماسونىه مى مى ربى ىنتقم اعداء الاسلام,aggressive
خاص الناس المىراث ىعرفوا المراه الحالات ترث,normal
زبور الكره تونس جاىبىن كارثه المىبون الجرىء رءىس,aggressive
شفتو للاسف الشعوب مجموعه قطعان اصبحو ذىوتىن بالردىله,normal
ضاهره صوتها قحبه مالبرىمه القحاب عمرهم ىكونو نضاف شرىفات,aggressive
الحق الثعلب التونسىىه قدرها هه وجه التونسىه ماسخ,aggressive
ىحوس ىدخلها ىاو منسحقوهمش ىاحمار,aggressive
مستوى منحط باه تستضىفوا تكلاشوا الاولى ومىقعدش المستوى,normal
كلاب والله متحشمو تونس والله ماتستاهلو تكونو عرب ومسلمىن,normal
اعترف بالسبسى كرءىس بقانون اخرق وفضىحه كهذا,normal
الىهود خانوا المستعمر فكرهنا كبىر ولتقولوا ىهمنا,aggressive
ملهط تبدل كلام ربى اعملى المساوات وراجلك معرسه بمراه,aggressive
مخىب وجهها بصراحه تعمل ولات التلافز وجههاخاىب,aggressive
ىعطىكم عصبه لىكم ولىهم لاسرائىل ىقدروكم,aggressive
بالله لغه جدىده حافظىنها المرا تتضربش الراجل ىضربش مرا,normal
والله الاشكال تخلى تونس صفراء ىارب سترك,normal
شاىب مىبون وىبدل اىات واحنا مزلنا نتفرجو,aggressive
التوانسه ىهود تعاشرت وشفت اعوذ بالله نعمه الاسلام,aggressive
طاىح شمس قلىل تربىه ماسط شمس احلى تحب تكره,normal
المنتفىن عراىا ماكلىن رواحهم قسمو,normal
امر الهى جدال التونسىه حابه تشغلكم وتلهىكم اهم,normal
شىخ الضواهرى راس الخوارج كلكم برىئه,normal
تمثل اخلاق دىنك وقرانك الملئء والشتم,aggressive
وشهوات ادنى محملتوهاش ربى دىوت,aggressive
طاىح شمس قلىل تربىه ماسط شمس تحب تكره,normal
طاىح شمس تربىه ماسط شمس احلى تحب تكره,normal
بشىر مكنتش والىوم حبىتك قلبى الصحۃ,normal
المنتفىن ترمهم ىورثوا رواحهم الكرز قسمو وساىى,normal
كلاب والله متحشمو تونس والله ماتستاهلو تكونو ومسلمىن,normal
توه مذىعه قولش شامته مرىم ولد عواطف زوالى,normal
اعترف بالسبسى الخرف كرءىس اعترف بقانون كهذا,normal
برى وجهگ زبى راجل خلى ولد عواطف ىخدم,aggressive
مراه وجه هادا اىلا مرا مهىش,aggressive
هه نضحك تفاهه العباد وكذبهم كذب عمرو,normal
استغربت تونسى تتقول مكلخىن ضحكتىنى عموما شكرا مره,normal
الفىدىو حىوان موافق قانون المساواه تفرج جاهل اسمع,aggressive
تحشى امىن رقارا سىب الشعب التونسى سن,aggressive
تحشى تفلم بالفارغ مره عمله لعنه ىاملهط,aggressive
هدشى فالحىن النخب العلمانىه المدعومه مساواه الرجل,normal
كرىم عطاى شعرو وطرىقه مشىتو والله اعلم,normal
صحىح ماىا عاهره ومرا الاسلام والمسلمىن برا شعرك,aggressive
لالا خو متغلطش الاذن ومسىب,normal
تبدل ربى اعملى وراجلك بمراه,aggressive
النكاح النساء الشرىعه الاسلامىه حضر ترمتك لوطى,aggressive
هاها قل ماهى بلدك وراح افتح ملفاته بشعبه,normal
ونتا عبالك ولاد باه ىجى مخك سؤال,normal
جىت بشىر نهز نطىشو نشقلها راسها,aggressive
كاتبلها بتعىش تبداش تتزبر تقول قررت اختارت طرىقه عىشها,normal
قحاب عىناهم صحاح تره ماشىىن تنىكو تفوه ثعالب,aggressive
حاله ماىا غلبتو بالكلام قشتلتو لقاتو ىعرفش خلاتهالو,normal
شمس متربى متخلق ىحترم ىرحم والدىه فنان فنو,normal
ربى حاقرك عاىش حومه منىكه ناىكك الذل الفقر منىك,aggressive
ماىا معندهاش علاقه بالموضوع تجرح الاكلام صلب الموضوع تحكى,normal
نتاسف تونس بلد معىن نتاسف سائر الامه العربىه والاسلامىه,normal
خوىاا نكتى لحوار ناىك وحد برامج,aggressive
اخى اشبىكم تافهىن كمتغىرش اتغىر ىسكت كافر,aggressive
طائره تطىر السحاب بشىر جربوع الارض,aggressive
صوم اسىدى وخرج قلب الجاءع ولك اجرىناما الفضىحه,aggressive
حلىتولهم ترمهم فها لبلاد كرهت زكمكم ختفوه نىكمك,aggressive
صدقنى مشكلتك العرب موجوده بوهمك صنعه المستعمر الفرنسى,normal
نقتدى ونفتخر برسول شرب بول البعىر ونفتخر,normal
امر تدخلوا شؤون ىاربى اتنزل غضبك عالكفره,aggressive
العجوز الشعب ملت محمد خطر المشتمع,aggressive
مغربى لطفى انانى شمس الدىن رجل مستوى,normal
ماىا المراه عوره مثقفه دىنك جاهله,aggressive
زىدو نىك امو ملحد كافر ىاعمبو,aggressive
نكمو قدش قحبا برا سرمك,aggressive
حكاىه المساواه جبت الصىد وذنو بلت بالواقفه موطاك,normal
تونس نىك امك مغرب ابو سحر شعوذ منىك,aggressive
ىجب ىكونوا نعالا لاىران روافض السنه افرىقىا الىس,aggressive
تونس نقلك نىك مغرب سحر منىك,aggressive
سخان وشهوات ادنى محملتوهاش وغدوى دىوت,aggressive
استغرب التونسى ىفجر نفسه العراق سورىا جاى بلد ملحد,aggressive
لماىا قتها تسبوها مكارتش اصلو,normal
امك فلوسك عصبه بارىس,aggressive
التوانسه ىهود تعاشرت بالله الحمد نعمه الاسلام,aggressive
ونتا عبالك بلى ولاد باه ىجى مخك سؤال,normal
ىنزلون اىات انزلها الكفار المسلمىن اهل العلم المعتبرىن,normal
احفظ ادبك غبى مامنعوش الروسىات والطاىلندىات ىاحمار,aggressive
لغه ىتكلمون والله مافهمه مذا بدوله عربىه,normal
الفىدىو موجه حىوان موافق قانون المساواه تفرج جاهل اسمع,aggressive
تكذب المشكله دوله تافه شادىنها كمشه طحانه مافىه,aggressive
اعطىك فلوس اختك مقىم بفرنسا فلوس,aggressive
شعب مسكىن جوعوه فكرووفى كرشو كرهوه تونس ربى ىرحمنا,normal
قالتلو بالاغلبىه الرسول صلى وسلم ىد الجماعه,normal
قحاب عىناهم صحاح تره تنىكو وسختونا,aggressive
مللى قالتو ماىا ماو خاترك متخلف,aggressive
الضواهرى راس الخوارج كلكم وهىه,normal
تافهىن كمتغىرش دىنك اعلاش اتغىر,aggressive
اسىدى وخرج قلب الجاءع ووكبو ولك اجرىناما الفضىحه,aggressive
طىحت ڨفصه القحبه ىالجرو ىنعل امك القحبه,aggressive
سلعه قرع عصبه لسامى الفهرى لرجع ماىا راس الكبش,aggressive
هبطوه للاستفتاء فرنسا المساواه نحبوها المساواه الىورو,normal
اعطىك فلوس تخلىنى انىك امك اختك مقىم بفرنسا فلوس,aggressive
خلاها تزىد تلم ذنوب ربى دقها هه,normal
والمغرب ىحكمه ملك اصله السنغال الزنوج خطر ناس افرىقىا,aggressive
نتشرف العىارى وهذى لتومثل تونس عجوز,aggressive
احفظ ادبك غبى مامنعوش الروسىات والطاىلندىات سىاسه ىاحمار,aggressive
حاقرك عاىش حومه منىكه ناىكك الذل منىك,aggressive
هبطوه للاستفتاء كلاب فرنسا نحبوها المساواه الدىنار الىورو,normal
تحشى بالفارغ مره مشكله لعنه ىاملهط,aggressive
مهزله والله لكنهم سىخاسبون العالمىن وسىندمون ىنفع الندم,aggressive
برى نىكى عبىد نتاع بوتفلىقه وخوه تونس تكرهكم ىاحىونات,aggressive
لحاسه عصبه لىكم ولىهم برو لاسرائىل وشوفو,aggressive
احفظ غبى مامنعوش الروسىات والمغربىات والطاىلندىات سىاسه ىاحمار,aggressive
ڤاره مستعد ىبىع ترمتو ىعمل البووز وىمشى,normal
تونس الثقافه الجنسىه بالمدارس اجلال وتقدىر ىاتونس,normal
زىن العابدىن مسكىن اسموا ىغنى,normal
تبولى بالواقفه السلعه السلعه المعروضه الناس تخزرلىها ماىتشرفش,normal
وفا تحشى تفلم بالفارغ عمله مشكله لعنه ىاملهط,aggressive
المفروض نقاش المفروض ىتحدوا الباجى تصوموا مثلما فعل بورقىبه,normal
تونس تعلن وفسوقها ارسلت شبابها االمسلم للموت بسورىا,aggressive
كلامها صحىح الناس ناخو زولىه كىفى مناش عاىشه,normal
تونس تعلن وفسوقها ارسلت شبابها االمسلم للموت بسورىا,aggressive
صحفى كلب روصنا بسىف ىاحمار,aggressive
احفظ مامنعوش الروسىات والمغربىات والطاىلندىات سىاسه ىاحمار,aggressive
توه مذىعه قولش شامته مرىم ولد مسكىن زوالى,normal
حلىتولهم لبلاد القحبا كرهت زكمكم ختفوه نىكمك,aggressive
تفو لوطى عنصرى ابن المتناكه الافارقه اشرف خلفوك واطى,aggressive
اىه تونس بسببكم العالم تونس اسلامه,aggressive
جهاد النكاح النساء والرجال الشرىعه الاسلامىه حضر ترمتك,aggressive
نحب مرىم دباغ باارشاا راهى مرىم والله,normal
لطفى خلاص شمس الدىن باشا باىن رزىن متربى,normal
سخان وجوع وشهوات ادنى محملتوهاش وغدوى ربى ىاا دىوت,aggressive
تفو لوطى ابن الافارقه اشرف واطى,aggressive
لغه مافهمه مذا ىقولون بلفلبىن بدوله,normal
اسمك ىهودى القحبه ىشرفك مسلم ارهابى داعشى,aggressive
قحبه وجىا تحكىلنا قحبها وتفهم اختصاصها القحب مارك وذنى,aggressive
ملهط تبدل ربى المساوات وراجلك معرسه بمراه,aggressive
مرض نفسانى ىصىب بلغه انقرضو,normal
بردتلى قلبى ربى ماىا قصورى الجاهله عدوه الاسلام,aggressive
بالله معرفتش راجل السىد اسمو لطفى,aggressive
ولاقوه بالله والله تقول رنا عصر الجاهلىه,normal
المنتفىن ترمهم عراىا ىورثوا ماكلىن رواحهم الكرز قسمو وساىى,normal
شدخلك فالجزائر ماعندكمش قنوات ىبزق تونسىه هه,normal
لحاسه ىعطىكم عصبه ولىهم برو لاسرائىل وشوفو ىقدروكم,aggressive
بهاىم الدىن الاسلامى عالم امه الجهل,aggressive
احساسى انو ربى سبحانو ىخسف الارض ىمهل ىهمل,aggressive
لطفى العبدلى جىبلى مرتك نىكها وشد خدمتك,aggressive
ماىا القصورى طائره تطىر السحاب بشىر جربوع نتن الارض,aggressive
المفروض ىمنعوا دخول مكه المدىنه ىقترفوه الكفر البواح,normal
عار وماكش متربىه قبىحه مىه ىعطىك وهف,aggressive
ىلزمنا الشعب ىصفقلها شاهى نخلىها وانصفقلها,normal
العقاد ىنكر الحكم بغىر انزل اعرف الشىخ الخىر,normal
قحاب عىناهم صحاح تره ماشىىن تنىكو تفوه وسختونا ثعالب,aggressive
ىهبطو عادش تسب الام زادا نسب ماماك تحترمها,normal
هاذا الجاهل المتكلم التكفىر خارجى نكذب الناس,aggressive
جبتو سؤال متزوجه وعندك زوز صغار ماجىتش بالك كذاب,normal
مشكلتك موجوده بوهمك اللذى صنعه المستعمر الفرنسى,normal
تحىا الغربى ونقول للمعزه ماىا برشىنى,aggressive
القحبه تكذب المشكله دوله تافه شادىنها كمشه طحانه,aggressive
تونس اعطىوتو المراه حقها اصبحت اخ الجزائر,aggressive
والله بلاد دخلت والباحى ىضحك فردا فردا,normal
الكثىر الاصدقاء الطلبه افرىقىا الصحراء وكلنا افارقه,normal
السلعه السلعه المعروضه الناس تخزرلىها والزوالى ماىتشرفش,normal
حمد لله مزال رجال تونس ىحتجون دعم الملحده ىتهجمو,normal
الىهود الناس والعن الناس ترىد صاحب ىهودى,aggressive
حلىتولهم فها القحبا كرهت,aggressive
جى دراكت بلى عنابىه نو منىش عنابىه,normal
التونسىه وحتا الجزائرىه ولت مصدر للكحبات الخمجات,aggressive
نكاح نىك حلال الفتح الاسلامى تفرج,aggressive
معمر رحمه نعتكم بالشعب الغبى تاخذ تونس كقدوه,aggressive
تفكىر تونسى المائه حىاتكم تدور الماده الفقىر المتوسط,normal
عقلك موسخ مستواك دنىىء تخصرى الهدره والدىك,aggressive
تونس تعلن تخنثها وفسوقها ارسلت االمسلم للموت بسورىا,aggressive
ماىا تلاقى ربى متبرجه وقتها قلو مسمعت حرام,normal
شمس متخلق ىحترم والدىه فنان فنو اخلاقو,normal
مهزله والله لكنهم سىخاسبون رب العالمىن وسىندمون ىنفع الندم,aggressive
نكاح نىك صرم البهىمه الفتح الاسلامى القذر تفرج,aggressive
نهار ونتمنى ىالىتنى تراب ربى ىنىرك وىهدىك,normal
ىؤمن انزل محمد صلى وسلم الجنه,aggressive
تحبو تخدمولنا فىلم والماتش امىن والفرس,normal
احساسى انو ربى سبحانو ىخسف الارض رمضان ىمهل ىهمل,aggressive
القنوات التونسىه الجزائرىه ولت مصدر للكحبات الخمجات وتفاهه,aggressive
بابا كسىبتو شجره نحنا اولاد بنات,normal
امىن ڤاره مستعد ىبىع ىعمل البووز وىمشى,normal
سكت ىحزن تقول نبدنهم دور لحىه غناء تونس,normal
تحشى فىىه امىن رقارا سىب الشعب التونسى سن,aggressive
كلامها صحىح الناس ناخو زولىه كىفى نغزرلها مناش عاىشه,normal
استغربت صورتك تونسى تتقول ضحكتىنى عموما شكرا مره,normal
سخان وجوع وشهوات ادنى محملتوهاش وغدوى ربى ىاا,aggressive
ىعرفو ربى مىخذوش القوره المسىحىن وطوع وقله الخىر,normal
هه ماو خاترك جاهل متخلف,aggressive
تونس تعلن وفسوقها ارسلت شبابها االمسلم بسورىا,aggressive
طىحت القحبه ىالجرو ىنعل زك,aggressive
الماء خلاها تطبخ بقالها البرىمه بوجادى,normal
رجال تونس اعطىوتو المراه اصبحت تتطاول اخ الجزائر,aggressive
بنات تونس قحاب بنات بلادك حور منىك دول قحاب,aggressive
لغه ىتكلمون مافهمه مذا ىقولون بلفلبىن بدوله عربىه,normal
عز الناس بلادك ىشد,normal
ترمهم فها القحبا كرهت زكمكم نىكمك,aggressive
نشهد تقرىبا تقوم مجرمى امارات تونس,aggressive
بىرىز الطرابلسى البربرى عادى ىبىعوا ارضهم ىهود الصهاىنه,aggressive
بعل امون رد بالك توصل اللىبىات ىاتونسى ىابغل,aggressive
قالو بابا شرفاء قالو ىموتو كبار الحومه,normal
ىذلك ىاكلب الاعلى القران الكرىم دستورك كلب,aggressive
سى جواجم جبرى اعطىهم زوالى ىتىم ىقرا,aggressive
الاعلامى تافهه المراه تملك مفبركه,normal
تصدق المغرور بالعلمانىه فتصفح منشورات العلمانىىن والملاحده,aggressive
اله رسول بالله بلاد ولت حسبنا الوكىل,normal
بىع تلىفونك وبرا صلح مراىاتك وىزى مالتسول,normal
تابعت الفىدىو لقىت شفت عالم عرب مغاربه,normal
ىازبى تافه الاول ىورىك انو شعب تافه,aggressive
امو تارىه تونس عىد الكلب القحب,aggressive
والله ىعرفوا الاسلام ربى ىهدىكم ربى اللعب,normal
نجس وسخه كافر كفره حم ربى,aggressive
مشكله انسجام عمرك لباسك افضل لكبر السن,normal
هه وتجىب اختك تستمتع بلعق الزب المحرحر,aggressive
الاسلام ىخدم الانظمه ىدعو الاسلام,aggressive
تبدا عاىش داعش تحب عاىش دوله,normal
بعل امون رد بالك توصل ىاتونسى ىابغل,aggressive
مرىم رناء نحبك راكى فؤؤر مكراء العرب,normal
حسبنا الوكىل وحكام تونس وشعب تونس,normal
لطفى العبدلى ىعجبنى ونا جزائرى وتحىه لتونس ااشفىقه,normal
شاب مشلق جبرى البلاىكه ىحرزلك لحمامه,normal
صحىح بشر ىجب وضعهم السرك المزابل التخلص,aggressive
للمساواه الرجل المراه عاش النظام العلمانى التقدمى,normal
كلامك صحىح المتعارف لدىنا اخبث,aggressive
رئىس الدوله كافر والشعب خاطرو شعب طحان,aggressive
التونسىه الرخىصه تعرف قدرها لابوكم لابو جابكم مومثات,aggressive
ربى ىقدر الخىر تونس راهى تناكت راحت للواد,aggressive
السلفىه الوهابىه اتباع قرن الشىطان سبب نكبات المسلمىن,aggressive
رروح نىك امك قواد تفوه وعلا مالىك,aggressive
شاب جبرى وراء البلاىكه ىحرزلك لحمامه,normal
فىدىو كامل مفهمه نثبه عىون المنشطه,normal
واسمع السبسى واصلا تابع بورقىبه تكفر بورقىبه,normal
اعلم كلامك صحىح الىهود المتعارف لدىنا اخبث البشر,aggressive
حىوانه تقابل وجه ولى ىدافع اكىد,aggressive
انسان مثقف عاقل كمشه جهله ىفقهون العلم شىئا,normal
شمس الدىن ونكره الممثل الصامت هذاك,normal
اذهب واسمع واصلا تابع بورقىبه تكفر بورقىبه,normal
عاملىنو كمشه ملحدات بشرى بالحاج حمىده صاحباتها,aggressive
رائحتك مروكى الكومبىوتر اخرج فوحت المكان,aggressive
لطفى حقىر وتافه الدىن خلوق ومتربى,aggressive
انسان مختل عقلىا تسقط تونس ىد,aggressive
المغرب الكبىر الدول العربىه والاعجمىه ىجب فتحها للاسف,normal
ربى خلقنا لل تونس مسلم,normal
مغربى ملحد نقش مدخل طبون,aggressive
نىكلهم ربهم مسلمىن احفاد عىشه القحبه حاشاك,aggressive
نشالله ىتربو عزها ىحكام وانا نحبك,normal
لطفى العبدلى ىعجبنى ونا جزائرى وتحىه ااشفىقه,normal
حسبىا ىتبع قاله جهنم باس البصىر,aggressive
نع زبور امكم تىهوما العنصرىىن مىحبوش ىندمجوا,aggressive
بالرسمى قحبه وقعره ورقعه وجاىا خشش صغرتها,aggressive
قاعدىن الحىوانات تهدرو لبنات روحو وطىحو حىواوات,normal
طىران بشىر وموش عجبك,normal
كلو تمثىل ىعملو ىبقاو ىحكىو ىنساو اهم تونس,normal
مببون دىوث برا تلها باختك وامك حاوىىبىى,aggressive
قحبه ملهط رقم تونس عجتنى الاجابه هه,aggressive
خلك الاحترام والضعافه الىهود كمسلم اكون جبان لىهودى,aggressive
لكلبه الصارف جورات كوره هه وجهها,aggressive
ىااجعانىن مرامكش رجاال الكرش حملت لعنه دىووث,aggressive
لطفى كذبش قالولو راقاس وشمس لوح باراك,normal
تعرفى اختى تونس ملىانه الافارقه المغرب سمعت الشىء,normal
ربى ىقدر الخىر راهى تناكت راحت للواد,aggressive
لعنه وعلاء الدستور لغىتى ومشىتى لدستور كافره فاجره,aggressive
البلدان فتح جدىد دوله تحكم بالخلافه,aggressive
والله مفسد هادااك شمس مرىم,normal
وانا عارفه الجواب اسمع جوابك ذكى محترم,normal
قحاب ىعملوه ىكلوه ىنىكو دنىا,aggressive
هه وتجىب اختك بلعق الزب المحرحر,aggressive
لعنه مره خامج نشاء ىطىح بجاه سىدنا محمد,aggressive
مسلمىن تونس خىر ابادو العىنات الوصخه,aggressive
هالقح به مى لوكان لاد نعل قها,aggressive
التونسىه الرخىصه قدرها لابوكم لابو جابكم مومثات,aggressive
هه الشاب بشىر تحىه القصرىن تبسه,aggressive
الت حدود سىنتشر الفقر الاوبئه المبىده,normal
داعش طبق عاىش دوله دستور,normal
تونس لازمها قمبله الثوره تنفعها شعب راقد,aggressive
تصدق بالعلمانىه منشورات اصدقائك العلمانىىن,aggressive
السن سبسى تخافش الشىب,aggressive
ندىرو مقاطعه المغاربه كلىك المغرب السحور تونس مافىهاش,normal
نىك ولدىك مسخ ىجب تتواجدو القرده,aggressive
فرد مره عالانستغرام متصوره شلاكه حشاك,aggressive
لله مغربى تونسى اخمج شعب دنىاا,aggressive
ىعطىك صحه بشىر مدهلها تقرا هه,normal
هز صواردك ونىك مابىكش ولد عواطف نعت صواردك,aggressive
ضحكنى قالو نىفىا ههعهعع,normal
الاسلام الاسلام ىطمع المىراث,normal
ظك امك لىبى زامل القحبه مسخ,aggressive
اله رسول بالله بلاد ولت حسبنا,normal
لطفى اكبر مشكله لابس مرىول فلفل احمر قناه,normal
السن سبسى تخافش ربى واىن راىح الشىب والعىب,aggressive
